Test,District ID,School ID,District Name,School Name,School Year,Number of Students Tested,Standard CAPT Score Summary Average Scale Score,Standard CAPT Score Summary Percent at/above goal level,Standard CAPT Score Summary Percent at/above proficient level,Standard CAPT Results by Below Basic,Standard CAPT Results by Basic,Standard CAPT Results by Proficient,Standard CAPT Results by Goal,Standard CAPT Results by Advanced,Assessment Participation Standard CAPT ,Assessment Participation Skills Checklist ,Assessment Participation Modified Assessment,Assessment Participation ELL Exempt ,Assessment Participation No Valid Score ,Assessment Participation Total Participation ,Assessment Participation Absent 
Mathematics,90,61,New Canaan School District,New Canaan High School,2008-09,312,291.3,86.2,96.5,0.3,3.2,10.3,34.9,51.3,97.8,1.9,N/A,0,0.3,100,0
Mathematics,91,61,New Fairfield School District,New Fairfield High School,2008-09,235,270.2,64.7,91.1,2.6,6.4,26.4,35.7,28.9,97.1,1.2,N/A,0,1.7,100,0
Mathematics,93,64,New Haven School District,Cooperative High School,2008-09,108,230,22.2,63.9,9.3,26.9,41.7,18.5,3.7,95.6,0,N/A,0.9,3.5,100,0
Mathematics,93,66,New Haven School District,High School In The Community,2008-09,69,220.2,21.7,53.6,26.1,20.3,31.9,13,8.7,95.8,0,N/A,0,4.2,100,0
Mathematics,93,63,New Haven School District,Hill Regional Career High School,2008-09,183,230.5,18,67.2,9.8,23,49.2,14.8,3.3,97.3,0,N/A,0,1.6,98.9,1.1
Mathematics,93,68,New Haven School District,Hyde Leadership School,2008-09,40,197.9,7.5,25,35,40,17.5,5,2.5,100,0,N/A,0,0,100,0
Mathematics,93,62,New Haven School District,James Hillhouse High School,2008-09,228,187.8,2.6,27.2,43.4,29.4,24.6,2.6,0,73.5,1.6,N/A,2.6,3.9,81.6,18.4
Mathematics,93,60,New Haven School District,Metropolitan Business High School,2008-09,27,221.7,11.1,66.7,14.8,18.5,55.6,11.1,0,100,0,N/A,0,0,100,0
Mathematics,93,70,New Haven School District,New Haven Academy,2008-09,60,213.6,20,51.7,26.7,21.7,31.7,18.3,1.7,95.2,0,N/A,0,4.8,100,0
Mathematics,93,65,New Haven School District,Polly T. McCabe Center,2008-09,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Mathematics,93,69,New Haven School District,Riverside Education Academy,2008-09,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Mathematics,93,67,New Haven School District,Sound School,2008-09,69,239.5,30.4,75.4,10.1,14.5,44.9,23.2,7.2,100,0,N/A,0,0,100,0
Mathematics,93,61,New Haven School District,Wilbur Cross High School,2008-09,371,202.7,12.4,39.6,37.2,23.2,27.2,9.4,3,83.4,0.9,N/A,0.9,8.8,93.9,6.1
Mathematics,95,61,New London School District,New London High School,2008-09,216,213.1,15.7,48.1,28.2,23.6,32.4,12,3.7,87.8,1.2,N/A,2.8,3.7,95.5,4.5
Mathematics,96,61,New Milford School District,New Milford High School,2008-09,370,273.9,69.7,94.1,1.1,4.9,24.3,38.9,30.8,92.5,0.5,N/A,0.3,6.3,99.5,0.5
Mathematics,94,61,Newington School District,Newington High School,2008-09,375,267.7,62.7,90.1,2.1,7.7,27.5,36,26.7,96.9,1.3,N/A,0,1,99.2,0.8
Mathematics,97,61,Newtown School District,Newtown High School,2008-09,418,274.6,70.8,94.3,0.7,5,23.4,42.6,28.2,95.9,0.2,N/A,0,2.8,98.9,1.1
Mathematics,99,61,North Branford School District,North Branford High School,2008-09,183,252.6,46.4,82.5,7.7,9.8,36.1,33.9,12.6,97.3,0,N/A,0,2.1,99.5,0.5
Mathematics,101,61,North Haven School District,North Haven High School,2008-09,281,253.8,49.1,83.6,5,11.4,34.5,33.5,15.7,94.3,1.3,N/A,0,2.3,98,2
Mathematics,102,61,North Stonington School District,Wheeler High School,2008-09,65,258.1,56.9,84.6,1.5,13.8,27.7,44.6,12.3,100,0,N/A,0,0,100,0
Mathematics,103,62,Norwalk School District,Brien McMahon High School,2008-09,423,243.7,39.2,73.8,10.4,15.8,34.5,25.3,13.9,93,1.8,N/A,1.5,2.2,98.5,1.5
Mathematics,103,63,Norwalk School District,Briggs High School,2008-09,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Mathematics,103,61,Norwalk School District,Norwalk High School,2008-09,376,240.4,36.2,72.9,13,14.1,36.7,23.9,12.2,93.8,1.7,N/A,1.5,2.5,99.5,0.5
Mathematics,901,61,Norwich Free Academy,Norwich Free Academy,2008-09,528,252.5,51.9,78.8,9.7,11.6,26.9,31.3,20.6,89.9,0,N/A,1.9,3.7,95.6,4.4
Mathematics,104,61,Norwich School District,Thames River Academy,2008-09,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Mathematics,106,61,Old Saybrook School District,Old Saybrook Senior High School,2008-09,118,279.7,78,93.2,0,6.8,15.3,38.1,39.8,95.9,0.8,N/A,0,1.6,98.4,1.6
Mathematics,108,60,Oxford School District,Oxford High School,2008-09,152,260.4,55.3,91.4,2,6.6,36.2,39.5,15.8,97.4,0.6,N/A,0,1.9,100,0
Mathematics,109,61,Plainfield School District,Plainfield High School,2008-09,215,241.8,33,73.5,8.4,18.1,40.5,22.8,10.2,95.1,1.3,N/A,0,2.7,99.1,0.9
Mathematics,110,61,Plainville School District,Plainville High School,2008-09,217,251.4,46.1,83.9,4.6,11.5,37.8,36.4,9.7,92.3,1.7,N/A,0,3.8,97.9,2.1
Mathematics,111,61,Plymouth School District,Terryville High School,2008-09,126,248.7,43.7,81.7,4.8,13.5,38.1,31,12.7,90,0.7,N/A,0,5.7,96.4,3.6
Mathematics,113,61,Portland School District,Portland High School,2008-09,88,266.4,63.6,90.9,2.3,6.8,27.3,43.2,20.5,90.7,1,N/A,0,8.2,100,0
Mathematics,116,61,Putnam School District,Putnam High School,2008-09,66,234.8,27.3,75.8,10.6,13.6,48.5,22.7,4.5,88,0,N/A,0,9.3,97.3,2.7
Mathematics,201,61,Regional School District 01,Housatonic Valley Regional High School,2008-09,133,265.1,58.6,85.7,3.8,10.5,27.1,29.3,29.3,90.5,1.4,N/A,0,7.5,99.3,0.7
Mathematics,204,61,Regional School District 04,Valley Regional High School,2008-09,156,263.2,60.9,87.8,3.2,9,26.9,37.2,23.7,95.7,0.6,N/A,0,3.7,100,0
Mathematics,205,61,Regional School District 05,Amity Regional High School,2008-09,402,271,64.4,89.6,2.7,7.7,25.1,32.1,32.3,99.3,0.2,N/A,0.2,0,99.8,0.2
Mathematics,206,61,Regional School District 06,Wamogo Regional High School,2008-09,104,263.7,60.6,86.5,3.8,9.6,26,36.5,24,100,0,N/A,0,0,100,0
Mathematics,207,61,Regional School District 07,Northwestern Regional High School,2008-09,190,274,71.1,93.7,0.5,5.8,22.6,43.7,27.4,99,0,N/A,0,1,100,0
Mathematics,208,61,Regional School District 08,Rham High School,2008-09,253,272.1,68,91.3,2,6.7,23.3,38.7,29.2,97.3,1.2,N/A,0,1.2,99.6,0.4
Mathematics,209,61,Regional School District 09,Joel Barlow High School,2008-09,211,277.6,74.9,95.3,0.9,3.8,20.4,41.2,33.6,96.8,0.5,N/A,0,1.8,99.1,0.9
Mathematics,210,61,Regional School District 10,Lewis S. Mills High School,2008-09,180,274.1,73.9,95,1.1,3.9,21.1,43.3,30.6,96.8,1.1,N/A,0,1.6,99.5,0.5
Mathematics,211,61,Regional School District 11,Parish Hill High School,2008-09,32,247.8,40.6,81.3,6.3,12.5,40.6,31.3,9.4,100,0,N/A,0,0,100,0
Mathematics,212,61,Regional School District 12,Shepaug Valley High School,2008-09,85,270,65.9,94.1,3.5,2.4,28.2,38.8,27.1,95.5,0,N/A,1.1,2.2,98.9,1.1
Mathematics,213,61,Regional School District 13,Coginchaug Regional High School,2008-09,138,275.4,70.3,94.2,2.2,3.6,23.9,34.8,35.5,96.5,0.7,N/A,0,2.8,100,0
Mathematics,214,61,Regional School District 14,Nonnewaug High School,2008-09,208,266.6,59.6,94.2,1.9,3.8,34.6,38.9,20.7,95.9,0.5,N/A,0,2.3,98.6,1.4
Mathematics,215,62,Regional School District 15,Pomperaug Regional High School,2008-09,374,273.7,71.4,94.4,1.3,4.3,23,42.8,28.6,96.9,0.3,N/A,0,1.8,99,1
Mathematics,216,60,Regional School District 16,Woodland Regional High School,2008-09,184,256.8,46.2,84.8,4.3,10.9,38.6,28.8,17.4,94.8,1.5,N/A,0,1,97.4,2.6
Mathematics,217,61,Regional School District 17,Haddam-Killingworth High School,2008-09,167,266.1,61.1,91,2.4,6.6,29.9,39.5,21.6,96.5,0,N/A,0,3.5,100,0
Mathematics,218,61,Regional School District 18,Lyme-Old Lyme High School,2008-09,122,271.1,66.4,95.1,1.6,3.3,28.7,42.6,23.8,95.3,1.6,N/A,0,3.1,100,0
Mathematics,219,61,Regional School District 19,E. O. Smith High School,2008-09,262,269,68.3,87.8,5.3,6.9,19.5,37.4,30.9,93.9,0.4,N/A,0,4.7,98.9,1.1
Mathematics,118,61,Ridgefield School District,Ridgefield High School,2008-09,440,281.9,77.5,94.3,1.6,4.1,16.8,34.8,42.7,99.5,0.2,N/A,0,0,99.8,0.2
Mathematics,119,61,Rocky Hill School District,Rocky Hill High School,2008-09,187,268.7,62.6,92.5,1.6,5.9,29.9,37.4,25.1,97.9,0,N/A,0,0.5,98.4,1.6
Mathematics,124,61,Seymour School District,Seymour High School,2008-09,187,245.9,39.6,77.5,8,14.4,38,25.1,14.4,95.4,0.5,N/A,0,3.1,99,1
Mathematics,126,61,Shelton School District,Shelton High School,2008-09,384,259.6,54.9,86.7,6.5,6.8,31.8,35.7,19.3,95.8,1,N/A,0.2,1.2,98.3,1.7
Mathematics,128,61,Simsbury School District,Simsbury High School,2008-09,356,282.9,79.2,95.8,1.1,3.1,16.6,36.8,42.4,98.9,0.3,N/A,0,0.6,99.7,0.3
Mathematics,129,61,Somers School District,Somers High School,2008-09,144,275.9,70.8,95.1,0.7,4.2,24.3,39.6,31.3,98,0.7,N/A,0,0.7,99.3,0.7
Mathematics,132,62,South Windsor School District,South Windsor High School,2008-09,422,274.3,69.9,92.2,2.8,5,22.3,35.5,34.4,98.4,0,N/A,0,1.2,99.5,0.5
Mathematics,131,62,Southington School District,Southington High School,2008-09,526,269.9,64.1,93,1.1,5.9,28.9,38.2,25.9,94.3,0.5,N/A,0.2,3.6,98.6,1.4
Mathematics,134,61,Stafford School District,Stafford High School,2008-09,133,261.3,60.2,86.5,7.5,6,26.3,40.6,19.5,95.7,0,N/A,0,4.3,100,0
Mathematics,282,60,Stamford Academy,Stamford Academy,2008-09,29,177.4,0,20.7,58.6,20.7,20.7,0,0,90.6,0,N/A,0,3.1,93.8,6.3
Mathematics,135,61,Stamford School District,Stamford High School,2008-09,379,235.9,34,67,17.2,15.8,33,18.7,15.3,92.4,1.2,N/A,1.5,3.7,98.8,1.2
Mathematics,135,64,Stamford School District,The Academy of Information Technology,2008-09,145,247.5,37.2,78.6,6.9,14.5,41.4,22.8,14.5,100,0,N/A,0,0,100,0
Mathematics,135,63,Stamford School District,Westhill High School,2008-09,471,239.7,34.4,68.8,14.2,17,34.4,21.2,13.2,87.5,0.7,N/A,2,4.1,94.4,5.6
Mathematics,137,61,Stonington School District,Stonington High School,2008-09,199,264.4,56.8,90.5,3.5,6,33.7,33.2,23.6,90.5,2.3,N/A,0.5,6.8,100,0
Mathematics,138,62,Stratford School District,Bunnell High School,2008-09,299,249.8,39.5,82.6,4,13.4,43.1,25.1,14.4,95.5,1.6,N/A,0,1.9,99,1
Mathematics,138,61,Stratford School District,Stratford High School,2008-09,206,237,28.2,68.9,13.1,18,40.8,20.4,7.8,97.2,0.5,N/A,0,0.9,98.6,1.4
Mathematics,139,61,Suffield School District,Suffield High School,2008-09,213,275.4,71.8,93.9,0.9,5.2,22.1,41.3,30.5,99.5,0,N/A,0,0.5,100,0
Mathematics,269,61,The Bridge Academy District,The Bridge Academy,2008-09,35,211.7,8.6,42.9,25.7,31.4,34.3,8.6,0,92.1,0,N/A,0,7.9,100,0
Mathematics,902,61,The Gilbert School,The Gilbert School,2008-09,71,242.1,33.8,73.2,11.3,15.5,39.4,21.1,12.7,97.3,0,N/A,0,1.4,98.6,1.4
Mathematics,140,62,Thomaston School District,Thomaston High School,2008-09,94,248.1,43.6,78.7,6.4,14.9,35.1,33,10.6,97.9,0,N/A,0,2.1,100,0
Mathematics,141,61,Thompson School District,Tourtellotte Memorial High School,2008-09,91,245.3,37.4,78,8.8,13.2,40.7,27.5,9.9,97.8,0,N/A,0,2.2,100,0
Mathematics,142,61,Tolland School District,Tolland High School,2008-09,228,275.2,68.4,95.2,0.4,4.4,26.8,36,32.5,97.4,0.9,N/A,0,1.7,100,0
Mathematics,143,61,Torrington School District,Torrington High School,2008-09,251,247.5,45,73.7,9.2,17.1,28.7,27.1,17.9,90.3,0,N/A,0.4,6.8,97.5,2.5
Mathematics,144,61,Trumbull School District,Trumbull High School,2008-09,483,274.4,68.7,92.8,2.1,5.2,24,37.3,31.5,97.4,0,N/A,0,1.2,98.6,1.4
Mathematics,347,1,Unified School District #2,Connecticut Children'S Place,2008-09,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Mathematics,347,67,Unified School District #2,Connecticut Juvenile Training School,2008-09,34,182.1,0,17.6,47.1,35.3,17.6,0,0,75.6,0,N/A,0,24.4,100,0
Mathematics,347,65,Unified School District #2,High Meadows,2008-09,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Mathematics,347,3,Unified School District #2,Riverview Hospital,2008-09,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Mathematics,146,61,Vernon School District,Rockville High School,2008-09,290,249.3,41.4,82.1,7.2,10.7,40.7,29,12.4,96.3,0.7,N/A,1,2,100,0
Mathematics,148,61,Wallingford School District,Lyman Hall High School,2008-09,286,257.5,52.8,87.8,4.5,7.7,35,36.4,16.4,96,1,N/A,0,2.7,99.7,0.3
Mathematics,148,62,Wallingford School District,Mark T. Sheehan High School,2008-09,249,261.7,57.8,90,3.6,6.4,32.1,38.6,19.3,92.9,1.9,N/A,0,3.7,98.5,1.5
Mathematics,151,62,Waterbury School District,Crosby High School,2008-09,330,209.9,12.7,43.6,27.6,28.8,30.9,9.7,3,89.2,1.4,N/A,1.6,5.7,97.8,2.2
Mathematics,151,64,Waterbury School District,John F. Kennedy High School,2008-09,256,225.5,20.3,58.6,16.4,25,38.3,16,4.3,84.8,2,N/A,1.7,9.9,98.3,1.7
Mathematics,151,60,Waterbury School District,Waterbury Arts Magnet School (High),2008-09,112,235.2,22.3,69.6,8,22.3,47.3,19.6,2.7,97.4,0,N/A,0,2.6,100,0
Mathematics,151,63,Waterbury School District,Wilby High School,2008-09,268,211.4,11.6,42.9,24.6,32.5,31.3,9,2.6,88.2,4.3,N/A,1,5.6,99,1
Mathematics,152,61,Waterford School District,Waterford High School,2008-09,268,258,47.8,85.4,5.6,9,37.7,28,19.8,99.3,0.4,N/A,0,0,99.6,0.4
Mathematics,153,61,Watertown School District,Watertown High School,2008-09,234,255,50.9,86.8,5.1,8.1,35.9,36.3,14.5,92.1,1.6,N/A,0,3.5,97.2,2.8
Mathematics,155,61,West Hartford School District,Conard High School,2008-09,388,263.5,56.4,88.1,4.6,7.2,31.7,31.4,25,95.3,0.5,N/A,0.2,3.7,99.8,0.2
Mathematics,155,62,West Hartford School District,Hall High School,2008-09,371,274.1,65.2,93.5,1.1,5.4,28.3,30.7,34.5,94.6,1.3,N/A,1,2.6,99.5,0.5
Mathematics,156,61,West Haven School District,West Haven High School,2008-09,377,231,29.2,63.1,19.1,17.8,34,20.2,9,92.2,1,N/A,0.5,2.9,96.6,3.4
Mathematics,154,61,Westbrook School District,Westbrook High School,2008-09,72,270.4,62.5,90.3,4.2,5.6,27.8,30.6,31.9,93.5,1.3,N/A,0,5.2,100,0
Mathematics,157,61,Weston School District,Weston High School,2008-09,194,285,87.6,99.5,0,0.5,11.9,49.5,38.1,98,0,N/A,0,0,98,2
Mathematics,158,61,Westport School District,Staples High School,2008-09,463,289.4,83.6,98.3,0,1.7,14.7,34.8,48.8,96.7,0.2,N/A,0.4,0.8,98.1,1.9
Mathematics,159,61,Wethersfield School District,Wethersfield High School,2008-09,290,259.7,55.5,85.5,7.2,7.2,30,34.1,21.4,95.4,0.3,N/A,0,1,96.7,3.3
Mathematics,161,61,Wilton School District,Wilton High School,2008-09,310,292.5,88.1,99.4,0.3,0.3,11.3,37.4,50.6,96.3,0.6,N/A,0,2.8,99.7,0.3
Mathematics,163,61,Windham School District,Windham High School,2008-09,203,218.3,27.6,52.2,33,14.8,24.6,16.7,10.8,84.6,0,N/A,4.2,7.1,95.8,4.2
Mathematics,165,61,Windsor Locks School District,Windsor Locks High School,2008-09,122,245.9,41.8,72.1,9.8,18,30.3,22.1,19.7,96.1,0.8,N/A,0,1.6,98.4,1.6
Mathematics,164,61,Windsor School District,Windsor High School,2008-09,348,249,39.4,77.3,8.6,14.1,37.9,24.7,14.7,93.5,0.8,N/A,0,5.1,99.5,0.5
Mathematics,166,61,Wolcott School District,Wolcott High School,2008-09,224,260.2,53.1,84.8,4,11.2,31.7,35.3,17.9,97.4,0.4,N/A,0.4,1.3,99.6,0.4
Mathematics,903,61,Woodstock Academy,Woodstock Academy,2008-09,294,258.1,54.4,86.7,4.1,9.2,32.3,39.8,14.6,96.7,0,N/A,0,1.3,98,2
Mathematics,279,51,Amistad Academy District,Amistad Academy,2007-08,29,259,51.7,93.1,0,6.9,41.4,44.8,6.9,96.7,3.3,N/A,0,0,100,0
Mathematics,2,61,Ansonia School District,Ansonia High School,2007-08,165,232.5,25.5,63,10.9,26.1,37.6,17.6,7.9,97.1,0,N/A,0,1.8,98.8,1.2
Mathematics,244,61,Area Cooperative Educational Services,Collaborative Alternative Magnet School,2007-08,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Mathematics,4,61,Avon School District,Avon High School,2007-08,270,278.4,79.3,95.6,1.9,2.6,16.3,39.3,40,97.5,0.7,N/A,0,1.1,99.3,0.7
Mathematics,7,61,Berlin School District,Berlin High School,2007-08,232,269.4,65.1,92.7,2.2,5.2,27.6,34.5,30.6,97.5,1.3,N/A,0.4,0,99.2,0.8
Mathematics,9,61,Bethel School District,Bethel High School,2007-08,273,267.2,64.1,90.8,2.2,7,26.7,35.9,28.2,98.6,0,N/A,0,0.7,99.3,0.7
Mathematics,11,61,Bloomfield School District,Bloomfield High School,2007-08,156,216.6,13.5,52.6,19.2,28.2,39.1,10.9,2.6,92.9,1.2,N/A,0.6,4.2,98.8,1.2
Mathematics,11,62,Bloomfield School District,The Big Picture High School,2007-08,21,220.7,4.8,57.1,9.5,33.3,52.4,4.8,0,100,0,N/A,0,0,100,0
Mathematics,12,61,Bolton School District,Bolton High School,2007-08,66,278.8,74.2,98.5,0,1.5,24.2,37.9,36.4,100,0,N/A,0,0,100,0
Mathematics,14,61,Branford School District,Branford High School,2007-08,304,268.4,63.2,91.8,2,6.3,28.6,33.2,29.9,98.1,1.3,N/A,0,0,99.4,0.6
Mathematics,15,61,Bridgeport School District,Bassick High School,2007-08,246,181.7,3.7,19.9,50.4,29.7,16.3,3.7,0,61.2,1,N/A,0,0.2,62.4,37.6
Mathematics,15,62,Bridgeport School District,Central High School,2007-08,499,219.1,18,53.5,21,25.5,35.5,13.8,4.2,89.4,0.7,N/A,0,2.5,92.7,7.3
Mathematics,15,63,Bridgeport School District,Harding High School,2007-08,337,195.4,4.7,27.9,35.3,36.8,23.1,4.5,0.3,67.8,0.4,N/A,0,5.4,73.6,26.4
Mathematics,17,61,Bristol School District,Bristol Central High School,2007-08,311,264.9,63.3,90.4,4.5,5.1,27,38.9,24.4,96.6,0.9,N/A,0.6,1.2,99.4,0.6
Mathematics,17,62,Bristol School District,Bristol Eastern High School,2007-08,288,263.2,62.5,88.2,4.5,7.3,25.7,38.2,24.3,98,1,N/A,0,0.3,99.3,0.7
Mathematics,18,61,Brookfield School District,Brookfield High School,2007-08,266,279.4,73.3,96.2,0.8,3,22.9,33.8,39.5,99.3,0.4,N/A,0,0,99.6,0.4
Mathematics,23,61,Canton School District,Canton High School,2007-08,132,283.1,83.3,96.2,1.5,2.3,12.9,38.6,44.7,99.2,0,N/A,0,0,99.2,0.8
Mathematics,241,63,Capitol Region Education Council,Great Path Academy at MCC,2007-08,32,249.5,28.1,90.6,0,9.4,62.5,18.8,9.4,97,0,N/A,0,0,97,3
Mathematics,241,61,Capitol Region Education Council,Metropolitan Learning Center,2007-08,88,254,46.6,84.1,2.3,13.6,37.5,28.4,18.2,96.7,0,N/A,0,3.3,100,0
Mathematics,25,61,Cheshire School District,Cheshire High School,2007-08,398,280.1,77.9,95.5,0.5,4,17.6,38.2,39.7,97.5,2,N/A,0,0,99.5,0.5
Mathematics,27,61,Clinton School District,The Morgan School,2007-08,153,250.1,49.7,81,6.5,12.4,31.4,34,15.7,97.5,0.6,N/A,0.6,0,98.7,1.3
Mathematics,28,61,Colchester School District,Bacon Academy,2007-08,241,263.3,58.5,90.5,4.6,5,32,39.4,19.1,99.6,0,N/A,0,0.4,100,0
Mathematics,268,61,Common Ground High School District,Common Ground High School,2007-08,26,216,7.7,57.7,19.2,23.1,50,7.7,0,100,0,N/A,0,0,100,0
Mathematics,900,15,Connecticut Technical High School System,A. I. Prince Technical High School,2007-08,155,226.8,13.5,65.8,10.3,23.9,52.3,12.9,0.6,100,0,N/A,0,0,100,0
Mathematics,900,11,Connecticut Technical High School System,Bullard-Havens Technical High School,2007-08,232,239,24.1,78,5.2,16.8,53.9,20.7,3.4,99.6,0,N/A,0,0.4,100,0
Mathematics,900,19,Connecticut Technical High School System,E. C. Goodwin Technical High School,2007-08,108,233.6,25,74.1,9.3,16.7,49.1,19.4,5.6,99.1,0,N/A,0,0.9,100,0
Mathematics,900,14,Connecticut Technical High School System,Eli Whitney Technical High School,2007-08,112,210.8,2.7,40.2,21.4,38.4,37.5,2.7,0,97.4,0,N/A,0,1.7,99.1,0.9
Mathematics,900,27,Connecticut Technical High School System,Ella T. Grasso Southeastern Technical High School,2007-08,156,234.7,25.6,67.9,6.4,25.6,42.3,22.4,3.2,99.4,0,N/A,0,0,99.4,0.6
Mathematics,900,25,Connecticut Technical High School System,Emmett O'Brien Technical High School,2007-08,128,246.9,38.3,82.8,3.1,14.1,44.5,35.2,3.1,100,0,N/A,0,0,100,0
Mathematics,900,17,Connecticut Technical High School System,H. C. Wilcox Technical High School,2007-08,182,250,37.4,86.3,2.2,11.5,48.9,30.8,6.6,99.5,0,N/A,0,0.5,100,0
Mathematics,900,13,Connecticut Technical High School System,H. H. Ellis Technical High School,2007-08,142,256.6,44.4,92.3,0,7.7,47.9,34.5,9.9,100,0,N/A,0,0,100,0
Mathematics,900,12,Connecticut Technical High School System,Henry Abbott Technical High School,2007-08,140,239.3,31.4,77.1,7.1,15.7,45.7,24.3,7.1,97.9,0,N/A,0,0,97.9,2.1
Mathematics,900,16,Connecticut Technical High School System,Howell Cheney Technical High School,2007-08,142,261.3,58.5,91.5,1.4,7,33.1,43.7,14.8,100,0,N/A,0,0,100,0
Mathematics,900,21,Connecticut Technical High School System,J. M. Wright Technical High School,2007-08,73,212.6,8.2,43.8,20.5,35.6,35.6,6.8,1.4,97.3,0,N/A,0,0,97.3,2.7
Mathematics,900,20,Connecticut Technical High School System,Norwich Technical High School,2007-08,106,256.9,46.2,87.7,1.9,10.4,41.5,31.1,15.1,99.1,0,N/A,0,0.9,100,0
Mathematics,900,22,Connecticut Technical High School System,Oliver Wolcott Technical High School,2007-08,197,260.9,53.8,93.4,0,6.6,39.6,40.1,13.7,100,0,N/A,0,0,100,0
Mathematics,900,26,Connecticut Technical High School System,Platt Technical High School,2007-08,225,259.1,50.7,92.4,0.9,6.7,41.8,37.8,12.9,100,0,N/A,0,0,100,0
Mathematics,900,18,Connecticut Technical High School System,Vinal Technical High School,2007-08,141,247.9,40.4,83,5.7,11.3,42.6,31.9,8.5,99.3,0,N/A,0,0,99.3,0.7
Mathematics,900,23,Connecticut Technical High School System,W. F. Kaynor Technical High School,2007-08,182,248.8,36.8,89,2.2,8.8,52.2,30.2,6.6,100,0,N/A,0,0,100,0
Mathematics,900,24,Connecticut Technical High School System,Windham Technical High School,2007-08,123,257.4,49.6,90.2,3.3,6.5,40.7,35,14.6,99.2,0,N/A,0,0.8,100,0
Mathematics,32,61,Coventry School District,Coventry High School,2007-08,125,262,52,89.6,4,6.4,37.6,25.6,26.4,94,0.8,N/A,0,0,94.7,5.3
Mathematics,33,61,Cromwell School District,Cromwell High School,2007-08,135,266.6,58.5,91.9,2.2,5.9,33.3,31.1,27.4,97.1,0,N/A,1.4,0,98.6,1.4
Mathematics,34,62,Danbury School District,Alternative Center For Excellence,2007-08,25,224.5,8,60,12,28,52,8,0,100,0,N/A,0,0,100,0
Mathematics,34,61,Danbury School District,Danbury High School,2007-08,635,236.3,34.5,67.9,14.8,17.3,33.4,23.3,11.2,93.1,1.3,N/A,2.8,1.3,98.5,1.5
Mathematics,35,61,Darien School District,Darien High School,2007-08,288,287.4,86.1,96.5,1.4,2.1,10.4,30.9,55.2,99.7,0,N/A,0,0,99.7,0.3
Mathematics,37,61,Derby School District,Derby High School,2007-08,102,230.8,21.6,61.8,10.8,27.5,40.2,15.7,5.9,95.3,0,N/A,0,0.9,96.3,3.7
Mathematics,40,61,East Granby School District,East Granby High School,2007-08,49,272.1,79.6,93.9,2,4.1,14.3,44.9,34.7,100,0,N/A,0,0,100,0
Mathematics,41,61,East Haddam School District,Nathan Hale-Ray High School,2007-08,113,256.9,52.2,88.5,6.2,5.3,36.3,34.5,17.7,96.6,1.7,N/A,0,0.9,99.1,0.9
Mathematics,42,61,East Hampton School District,East Hampton High School,2007-08,142,261.9,56.3,88.7,2.8,8.5,32.4,31,25.4,99.3,0,N/A,0,0,99.3,0.7
Mathematics,43,63,East Hartford School District,Connecticut IB Academy,2007-08,39,277.9,71.8,100,0,0,28.2,38.5,33.3,100,0,N/A,0,0,100,0
Mathematics,43,62,East Hartford School District,East Hartford High School,2007-08,492,224.7,19.1,57.3,16.3,26.4,38.2,14,5.1,95.5,2.1,N/A,0.6,1.4,99.6,0.4
Mathematics,43,64,East Hartford School District,Stevens Alternate High school,2007-08,34,199.4,5.9,32.4,32.4,35.3,26.5,5.9,0,89.5,0,N/A,0,10.5,100,0
Mathematics,44,61,East Haven School District,East Haven High School,2007-08,258,241.1,33.3,72.5,6.6,20.9,39.1,25.2,8.1,95.2,0.4,N/A,0,0.7,96.3,3.7
